editor_name_BWS,query_article_BWS,article_id_BWS,TOP-K_BWS,Score_BWS,editor_name_BM25,query_article_BM25,article_id_BM25,TOP-K_BM25,Score_BM25
nuechtern,FALTER_20220511_E6CA761C28,FALTER_20220713_D8612F682B,4,0.375,nuechtern,FALTER_20220511_E6CA761C28,FALTER_20221005_9EA606D364,4,36.2617
nuechtern,FALTER_20220511_E6CA761C28,FALTER_20221109_785B539D38,5,0.375,nuechtern,FALTER_20220511_E6CA761C28,FALTER_20211222_825B589FCB,5,36.2472
nuechtern,FALTER_20220511_E6CA761C28,FALTER_20220511_69C5FA68D4,6,0.25,nuechtern,FALTER_20220511_E6CA761C28,FALTER_20220406_C308FD970B,6,35.4636
nuechtern,FALTER_20220511_E6CA761C28,FALTER_20220406_C308FD970B,7,0.125,nuechtern,FALTER_20220511_E6CA761C28,FALTER_20220824_20CCA77D6B,7,35.151402
nuechtern,FALTER_20220511_E6CA761C28,FALTER_20220518_F50851D983,8,-0.125,nuechtern,FALTER_20220511_E6CA761C28,FALTER_20220511_69C5FA68D4,8,34.785099
nuechtern,FALTER_20220511_E6CA761C28,FALTER_20220427_72721C5597,9,-0.25,nuechtern,FALTER_20220511_E6CA761C28,FALTER_20220223_ECB5217761,9,34.616299
nuechtern,FALTER_20220511_E6CA761C28,FALTER_20220824_20CCA77D6B,10,-0.25,nuechtern,FALTER_20220511_E6CA761C28,FALTER_20220323_A229E0EDC3,10,34.465401
nuechtern,FALTER_20220511_E6CA761C28,FALTER_20220907_EAC44E3722,11,-0.25,nuechtern,FALTER_20220511_E6CA761C28,FALTER_20220518_F50851D983,11,34.392399
nuechtern,FALTER_20220511_E6CA761C28,FALTER_20221005_9EA606D364,12,-0.375,nuechtern,FALTER_20220511_E6CA761C28,FALTER_20220413_272C337CE3,12,34.3862
nuechtern,FALTER_20220511_E6CA761C28,FALTER_20220323_A229E0EDC3,13,-0.5,nuechtern,FALTER_20220511_E6CA761C28,FALTER_20221116_43D92DB2B6,13,33.589401
nuechtern,FALTER_20220511_E6CA761C28,FALTER_20220413_272C337CE3,14,-0.875,nuechtern,FALTER_20220511_E6CA761C28,FALTER_20220907_EAC44E3722,14,33.4049
nuechtern,FALTER_20220511_E6CA761C28,FALTER_20221116_43D92DB2B6,15,-1.0,nuechtern,FALTER_20220511_E6CA761C28,FALTER_20221109_785B539D38,15,33.0742
nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20220803_8ACD9FFD49,1,1.0,nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20220803_8ACD9FFD49,1,31.7437
nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20220323_C821350438,2,0.875,nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20220504_1D4E1E874B,2,28.478001
nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20220223_788A4CE7AA,3,0.625,nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20220223_788A4CE7AA,3,27.940701
nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20220126_7B2AC42DD5,4,0.625,nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20220323_C821350438,4,26.1217
nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20221012_3843457417,5,0.25,nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20220727_8D8EBD0DAD,5,26.1019
nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20220518_7FE4FB62A8,6,0.125,nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20211222_A35407C20B,6,24.506701
nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20220727_8D8EBD0DAD,7,0.125,nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20220817_845203A9A2,7,24.392401
nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20220504_1D4E1E874B,8,0.0,nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20220518_7FE4FB62A8,8,24.3713
nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20220209_A2A33B7FC0,9,-0.125,nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20221012_3843457417,9,24.045099
nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20220727_FCD89FA637,10,-0.125,nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20220126_7B2AC42DD5,10,24.029499
nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20220817_845203A9A2,11,-0.25,nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20220727_FCD89FA637,11,24.004999
nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20211222_A35407C20B,12,-0.625,nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20220209_A2A33B7FC0,12,23.561501
nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20220511_97B577DAA6,13,-0.625,nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20211222_40076C3AB9,13,23.3713
nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20211222_40076C3AB9,14,-0.875,nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20220511_97B577DAA6,14,23.091999
nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20220420_779068A899,15,-1.0,nuechtern,FALTER_20220518_40BE65BC0F,FALTER_20220420_779068A899,15,22.064301
nuechtern,FALTER_20220518_96B45CD661,FALTER_20220817_48D18A9ED4,1,1.0,nuechtern,FALTER_20220518_96B45CD661,FALTER_20220406_EBB2D91986,1,40.246899
nuechtern,FALTER_20220518_96B45CD661,FALTER_20221019_ABF2D5B769,2,0.875,nuechtern,FALTER_20220518_96B45CD661,FALTER_20220420_7F81E94822,2,38.996101
nuechtern,FALTER_20220518_96B45CD661,FALTER_20220720_6134887EB6,3,0.625,nuechtern,FALTER_20220518_96B45CD661,FALTER_20221019_ABF2D5B769,3,38.863098
nuechtern,FALTER_20220518_96B45CD661,FALTER_20220427_7C0FE67882,4,0.5,nuechtern,FALTER_20220518_96B45CD661,FALTER_20220119_2B788365FB,4,38.463001
nuechtern,FALTER_20220518_96B45CD661,FALTER_20220420_E36D89532A,5,0.25,nuechtern,FALTER_20220518_96B45CD661,FALTER_20220824_9357B492F4,5,35.151199
nuechtern,FALTER_20220518_96B45CD661,FALTER_20220119_1F6354D7B6,6,0.125,nuechtern,FALTER_20220518_96B45CD661,FALTER_20220504_BC34714783,6,33.854801
nuechtern,FALTER_20220518_96B45CD661,FALTER_20220309_0CD87C4668,7,0.125,nuechtern,FALTER_20220518_96B45CD661,FALTER_20220817_48D18A9ED4,7,32.465698
nuechtern,FALTER_20220518_96B45CD661,FALTER_20220406_EBB2D91986,8,-0.125,nuechtern,FALTER_20220518_96B45CD661,FALTER_20220622_A64E9B9B08,8,32.277
nuechtern,FALTER_20220518_96B45CD661,FALTER_20220504_BC34714783,9,-0.125,nuechtern,FALTER_20220518_96B45CD661,FALTER_20220420_E36D89532A,9,31.536699
nuechtern,FALTER_20220518_96B45CD661,FALTER_20220824_9357B492F4,10,-0.375,nuechtern,FALTER_20220518_96B45CD661,FALTER_20220309_0CD87C4668,10,31.5242
nuechtern,FALTER_20220518_96B45CD661,FALTER_20220420_7F81E94822,11,-0.375,nuechtern,FALTER_20220518_96B45CD661,FALTER_20220427_7C0FE67882,11,30.990801
nuechtern,FALTER_20220518_96B45CD661,FALTER_20220119_2B788365FB,12,-0.375,nuechtern,FALTER_20220518_96B45CD661,FALTER_20221130_3623C3579B,12,30.9739
nuechtern,FALTER_20220518_96B45CD661,FALTER_20220622_A64E9B9B08,13,-0.5,nuechtern,FALTER_20220518_96B45CD661,FALTER_20220727_1EC5B851D7,13,30.879601
nuechtern,FALTER_20220518_96B45CD661,FALTER_20220727_1EC5B851D7,14,-0.625,nuechtern,FALTER_20220518_96B45CD661,FALTER_20220720_6134887EB6,14,30.6635
nuechtern,FALTER_20220518_96B45CD661,FALTER_20221130_3623C3579B,15,-1.0,nuechtern,FALTER_20220518_96B45CD661,FALTER_20220119_1F6354D7B6,15,29.353701
nuechtern,FALTER_20220518_9910096646,FALTER_20220928_7DA9A6C471,1,0.875,nuechtern,FALTER_20220518_9910096646,FALTER_20220413_272C337CE3,1,50.492901
nuechtern,FALTER_20220518_9910096646,FALTER_20221005_F230902738,2,0.625,nuechtern,FALTER_20220518_9910096646,FALTER_20220824_9357B492F4,2,44.809799
nuechtern,FALTER_20220518_9910096646,FALTER_20220413_272C337CE3,3,0.625,nuechtern,FALTER_20220518_9910096646,FALTER_20221005_AEB2C76D66,3,43.1105
nuechtern,FALTER_20220518_9910096646,FALTER_20220309_8BE217BFFD,4,0.5,nuechtern,FALTER_20220518_9910096646,FALTER_20221116_6FF253827A,4,37.851299
nuechtern,FALTER_20220518_9910096646,FALTER_20220831_2EF77A9942,5,0.5,nuechtern,FALTER_20220518_9910096646,FALTER_20211222_E7A625F5A8,5,37.808399
nuechtern,FALTER_20220518_9910096646,FALTER_20211222_E7A625F5A8,6,0.125,nuechtern,FALTER_20220518_9910096646,FALTER_20220706_ECEF13684E,6,37.026501
nuechtern,FALTER_20220518_9910096646,FALTER_20220706_ECEF13684E,7,0.125,nuechtern,FALTER_20220518_9910096646,FALTER_20221012_3843457417,7,36.561199
nuechtern,FALTER_20220518_9910096646,FALTER_20221012_3843457417,8,0.0,nuechtern,FALTER_20220518_9910096646,FALTER_20220223_4FBC9B8C80,8,36.347301
nuechtern,FALTER_20220518_9910096646,FALTER_20221005_AEB2C76D66,9,0.0,nuechtern,FALTER_20220518_9910096646,FALTER_20220413_41501B8D61,9,35.082298
nuechtern,FALTER_20220518_9910096646,FALTER_20220921_640D2FA718,10,-0.25,nuechtern,FALTER_20220518_9910096646,FALTER_20220112_7AC891FE7E,10,34.6497
nuechtern,FALTER_20220518_9910096646,FALTER_20220413_41501B8D61,11,-0.375,nuechtern,FALTER_20220518_9910096646,FALTER_20220921_640D2FA718,11,34.636299
nuechtern,FALTER_20220518_9910096646,FALTER_20220223_4FBC9B8C80,12,-0.5,nuechtern,FALTER_20220518_9910096646,FALTER_20220831_2EF77A9942,12,33.7999
nuechtern,FALTER_20220518_9910096646,FALTER_20220112_7AC891FE7E,13,-0.625,nuechtern,FALTER_20220518_9910096646,FALTER_20220309_8BE217BFFD,13,33.7981
nuechtern,FALTER_20220518_9910096646,FALTER_20220824_9357B492F4,14,-0.625,nuechtern,FALTER_20220518_9910096646,FALTER_20220928_7DA9A6C471,14,33.3255
nuechtern,FALTER_20220518_9910096646,FALTER_20221116_6FF253827A,15,-1.0,nuechtern,FALTER_20220518_9910096646,FALTER_20221005_F230902738,15,32.724098
nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20211222_825B589FCB,1,1.0,nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20220525_CBA5FCF2F5,1,53.9804
nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20220518_B1F6C572A8,2,0.75,nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20220518_1B9E34C8DD,2,39.212101
nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20220525_CBA5FCF2F5,3,0.5,nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20221207_E9494FF749,3,38.7682
nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20221207_E9494FF749,4,0.375,nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20220413_41501B8D61,4,38.520901
nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20220803_F6FBD645BC,5,0.375,nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20220518_B1F6C572A8,5,35.730499
nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20220713_D8612F682B,6,0.375,nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20220713_D8612F682B,6,34.779202
nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20220316_A159C3BA90,7,0.0,nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20220316_A159C3BA90,7,33.281898
nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20220511_63A4F6D2A6,8,-0.125,nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20220119_11AD158F32,8,33.206001
nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20211222_E7A625F5A8,9,-0.25,nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20220803_F6FBD645BC,9,33.020302
nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20211222_350451C304,10,-0.375,nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20211222_FD8F17EAB4,10,31.9744
nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20211222_FD8F17EAB4,11,-0.375,nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20221116_0FCB20CC6E,11,31.8873
nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20220518_1B9E34C8DD,12,-0.375,nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20211222_E7A625F5A8,12,31.723101
nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20221116_0FCB20CC6E,13,-0.5,nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20211222_350451C304,13,31.6891
nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20220413_41501B8D61,14,-0.625,nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20220511_63A4F6D2A6,14,31.4452
nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20220119_11AD158F32,15,-0.75,nuechtern,FALTER_20220518_C2AF7B89DE,FALTER_20211222_825B589FCB,15,31.0476
nuechtern,FALTER_20220525_5276E5B12C,FALTER_20220302_E77A8F4F19,1,1.0,nuechtern,FALTER_20220525_5276E5B12C,FALTER_20220706_ECEF13684E,1,104.049202
nuechtern,FALTER_20220525_5276E5B12C,FALTER_20220622_C498E573D8,2,0.875,nuechtern,FALTER_20220525_5276E5B12C,FALTER_20220302_E77A8F4F19,2,46.941601
nuechtern,FALTER_20220525_5276E5B12C,FALTER_20220713_CD238F43BD,3,0.625,nuechtern,FALTER_20220525_5276E5B12C,FALTER_20220406_2C2BAA6A71,3,42.377998
nuechtern,FALTER_20220525_5276E5B12C,FALTER_20220406_2C2BAA6A71,4,0.5,nuechtern,FALTER_20220525_5276E5B12C,FALTER_20211222_62A097197C,4,42.0994
nuechtern,FALTER_20220525_5276E5B12C,FALTER_20211222_825B589FCB,5,0.25,nuechtern,FALTER_20220525_5276E5B12C,FALTER_20220209_D2A45298D8,5,41.450802
nuechtern,FALTER_20220525_5276E5B12C,FALTER_20220209_D2A45298D8,6,0.125,nuechtern,FALTER_20220525_5276E5B12C,FALTER_20211222_825B589FCB,6,41.431099
nuechtern,FALTER_20220525_5276E5B12C,FALTER_20220706_ECEF13684E,7,0.125,nuechtern,FALTER_20220525_5276E5B12C,FALTER_20220824_20CCA77D6B,7,41.0508
nuechtern,FALTER_20220525_5276E5B12C,FALTER_20211222_62A097197C,8,0.0,nuechtern,FALTER_20220525_5276E5B12C,FALTER_20220316_2C171D199C,8,40.969299
nuechtern,FALTER_20220525_5276E5B12C,FALTER_20220316_2C171D199C,9,-0.125,nuechtern,FALTER_20220525_5276E5B12C,FALTER_20220622_C498E573D8,9,40.8965
nuechtern,FALTER_20220525_5276E5B12C,FALTER_20211215_73A6B01646,10,-0.375,nuechtern,FALTER_20220525_5276E5B12C,FALTER_20220413_41501B8D61,10,39.631001
nuechtern,FALTER_20220525_5276E5B12C,FALTER_20220824_20CCA77D6B,11,-0.375,nuechtern,FALTER_20220525_5276E5B12C,FALTER_20220202_E026B80A15,11,39.513401
nuechtern,FALTER_20220525_5276E5B12C,FALTER_20220202_E026B80A15,12,-0.375,nuechtern,FALTER_20220525_5276E5B12C,FALTER_20220713_CD238F43BD,12,39.148602
nuechtern,FALTER_20220525_5276E5B12C,FALTER_20220223_8881BD5C76,13,-0.625,nuechtern,FALTER_20220525_5276E5B12C,FALTER_20220511_71668B1344,13,37.850101
nuechtern,FALTER_20220525_5276E5B12C,FALTER_20220511_71668B1344,14,-0.75,nuechtern,FALTER_20220525_5276E5B12C,FALTER_20220223_8881BD5C76,14,37.656898
nuechtern,FALTER_20220525_5276E5B12C,FALTER_20220413_41501B8D61,15,-0.875,nuechtern,FALTER_20220525_5276E5B12C,FALTER_20211215_73A6B01646,15,37.071301
nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20220202_0580914176,1,0.875,nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20220713_D8612F682B,1,45.047699
nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20211222_825B589FCB,2,0.75,nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20221012_A3C661A569,2,45.0424
nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20220914_BE73D84549,3,0.625,nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20211222_825B589FCB,3,43.116402
nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20221012_A3C661A569,4,0.5,nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20220914_BE73D84549,4,38.974701
nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20220713_CD238F43BD,5,0.25,nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20220831_94A149ABB7,5,37.4482
nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20220713_D8612F682B,6,0.25,nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20220202_0580914176,6,36.809898
nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20220831_94A149ABB7,7,0.125,nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20220406_B0F9C3BD78,7,36.677299
nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20211215_342F355253,8,0.0,nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20220713_CD238F43BD,8,36.631901
nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20221109_6B8EF9C1FB,9,0.0,nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20220309_C7D1CAC2CC,9,36.558102
nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20220309_C7D1CAC2CC,10,-0.125,nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20220824_9357B492F4,10,35.6912
nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20220316_2C171D199C,11,-0.25,nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20221109_6B8EF9C1FB,11,35.400799
nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20220309_10752F3064,12,-0.5,nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20211215_342F355253,12,34.759602
nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20220406_B0F9C3BD78,13,-0.625,nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20220316_2C171D199C,13,34.326401
nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20220824_9357B492F4,14,-0.875,nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20220420_779068A899,14,33.004398
nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20220420_779068A899,15,-1.0,nuechtern,FALTER_20220601_A6AE0B2BDE,FALTER_20220309_10752F3064,15,32.985001
nuechtern,FALTER_20220608_3849ACB32D,FALTER_20220518_9910096646,1,1.0,nuechtern,FALTER_20220608_3849ACB32D,FALTER_20220601_6130F0F538,1,124.031197
nuechtern,FALTER_20220608_3849ACB32D,FALTER_20220601_A6AE0B2BDE,2,0.875,nuechtern,FALTER_20220608_3849ACB32D,FALTER_20221123_7534B3DEA3,2,55.9412
nuechtern,FALTER_20220608_3849ACB32D,FALTER_20220713_CD238F43BD,3,0.5,nuechtern,FALTER_20220608_3849ACB32D,FALTER_20220601_A6AE0B2BDE,3,51.3298
nuechtern,FALTER_20220608_3849ACB32D,FALTER_20220601_6130F0F538,4,0.5,nuechtern,FALTER_20220608_3849ACB32D,FALTER_20220713_CD238F43BD,4,50.222401
nuechtern,FALTER_20220608_3849ACB32D,FALTER_20220209_D2A45298D8,5,0.375,nuechtern,FALTER_20220608_3849ACB32D,FALTER_20220713_D8612F682B,5,45.808601
nuechtern,FALTER_20220608_3849ACB32D,FALTER_20220427_B1DE446313,6,0.125,nuechtern,FALTER_20220608_3849ACB32D,FALTER_20220518_9910096646,6,41.706902
nuechtern,FALTER_20220608_3849ACB32D,FALTER_20220713_D8612F682B,7,0.0,nuechtern,FALTER_20220608_3849ACB32D,FALTER_20220921_DEA5AF20FF,7,41.361198
nuechtern,FALTER_20220608_3849ACB32D,FALTER_20211215_2A088C305E,8,0.0,nuechtern,FALTER_20220608_3849ACB32D,FALTER_20220420_779068A899,8,41.351898
nuechtern,FALTER_20220608_3849ACB32D,FALTER_20221123_7534B3DEA3,9,0.0,nuechtern,FALTER_20220608_3849ACB32D,FALTER_20211215_2A088C305E,9,40.8848
nuechtern,FALTER_20220608_3849ACB32D,FALTER_20221005_AEB2C76D66,10,-0.125,nuechtern,FALTER_20220608_3849ACB32D,FALTER_20220209_D2A45298D8,10,40.062401
nuechtern,FALTER_20220608_3849ACB32D,FALTER_20220727_7BBF96391C,11,-0.5,nuechtern,FALTER_20220608_3849ACB32D,FALTER_20221005_AEB2C76D66,11,39.9725
nuechtern,FALTER_20220608_3849ACB32D,FALTER_20220413_EDC7023A23,12,-0.5,nuechtern,FALTER_20220608_3849ACB32D,FALTER_20220727_7BBF96391C,12,39.7323
nuechtern,FALTER_20220608_3849ACB32D,FALTER_20220223_14BEC15400,13,-0.625,nuechtern,FALTER_20220608_3849ACB32D,FALTER_20220413_EDC7023A23,13,39.437
nuechtern,FALTER_20220608_3849ACB32D,FALTER_20220921_DEA5AF20FF,14,-0.625,nuechtern,FALTER_20220608_3849ACB32D,FALTER_20220223_14BEC15400,14,39.219501
nuechtern,FALTER_20220608_3849ACB32D,FALTER_20220420_779068A899,15,-1.0,nuechtern,FALTER_20220608_3849ACB32D,FALTER_20220427_B1DE446313,15,38.315102
nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20220629_5F16FBFAD3,1,1.0,nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20220427_7C0FE67882,1,42.264801
nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20220427_DED67CAAD1,2,0.75,nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20220427_DED67CAAD1,2,42.129601
nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20211222_2D0FA36FD0,3,0.625,nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20220817_48D18A9ED4,3,41.341099
nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20220817_48D18A9ED4,4,0.625,nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20211222_2D0FA36FD0,4,40.757301
nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20220713_1238E421E5,5,0.375,nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20220309_0CD87C4668,5,38.979801
nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20220316_2C171D199C,6,0.125,nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20220119_2B788365FB,6,37.676498
nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20220427_7C0FE67882,7,0.0,nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20220629_37298F6748,7,37.033199
nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20220629_37298F6748,8,0.0,nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20220713_1238E421E5,8,36.7798
nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20220309_0CD87C4668,9,-0.125,nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20220629_5F16FBFAD3,9,35.8703
nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20220504_BC34714783,10,-0.25,nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20220126_524985AE02,10,35.291302
nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20220907_E058ABCBB5,11,-0.375,nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20220907_E058ABCBB5,11,32.894001
nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20220126_524985AE02,12,-0.375,nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20211215_73A6B01646,12,32.641201
nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20211215_73A6B01646,13,-0.5,nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20220504_BC34714783,13,32.5574
nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20220119_2B788365FB,14,-0.875,nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20220216_7565FEF4B8,14,32.377998
nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20220216_7565FEF4B8,15,-1.0,nuechtern,FALTER_20220608_AF8AA0C3F3,FALTER_20220316_2C171D199C,15,32.316601
nuechtern,FALTER_20220608_FB843510E1,FALTER_20220302_E77A8F4F19,1,1.0,nuechtern,FALTER_20220608_FB843510E1,FALTER_20220713_1D6529D565,1,54.786301
nuechtern,FALTER_20220608_FB843510E1,FALTER_20220706_ECEF13684E,2,0.625,nuechtern,FALTER_20220608_FB843510E1,FALTER_20220706_ECEF13684E,2,36.677601
nuechtern,FALTER_20220608_FB843510E1,FALTER_20220706_8CD3003E2A,3,0.5,nuechtern,FALTER_20220608_FB843510E1,FALTER_20220601_BB4B50CC12,3,34.5243
nuechtern,FALTER_20220608_FB843510E1,FALTER_20220921_A77E555C62,4,0.375,nuechtern,FALTER_20220608_FB843510E1,FALTER_20220330_3F198F5AB8,4,32.974602
nuechtern,FALTER_20220608_FB843510E1,FALTER_20220518_40BE65BC0F,5,0.375,nuechtern,FALTER_20220608_FB843510E1,FALTER_20220615_1EF1296218,5,32.7304
nuechtern,FALTER_20220608_FB843510E1,FALTER_20220629_57D31F4F87,6,0.25,nuechtern,FALTER_20220608_FB843510E1,FALTER_20220921_A77E555C62,6,32.382801
nuechtern,FALTER_20220608_FB843510E1,FALTER_20211222_825B589FCB,7,0.125,nuechtern,FALTER_20220608_FB843510E1,FALTER_20220629_57D31F4F87,7,32.338001
nuechtern,FALTER_20220608_FB843510E1,FALTER_20220601_A6AE0B2BDE,8,0.125,nuechtern,FALTER_20220608_FB843510E1,FALTER_20220914_05E417EAD8,8,30.6168
nuechtern,FALTER_20220608_FB843510E1,FALTER_20220914_05E417EAD8,9,0.0,nuechtern,FALTER_20220608_FB843510E1,FALTER_20220309_54EDF6DE99,9,30.196598
nuechtern,FALTER_20220608_FB843510E1,FALTER_20220615_1EF1296218,10,-0.375,nuechtern,FALTER_20220608_FB843510E1,FALTER_20211222_825B589FCB,10,30.190901
nuechtern,FALTER_20220608_FB843510E1,FALTER_20220330_3F198F5AB8,11,-0.375,nuechtern,FALTER_20220608_FB843510E1,FALTER_20220302_E77A8F4F19,11,29.995701
nuechtern,FALTER_20220608_FB843510E1,FALTER_20220601_BB4B50CC12,12,-0.5,nuechtern,FALTER_20220608_FB843510E1,FALTER_20220810_D7C27825B5,12,29.2616
nuechtern,FALTER_20220608_FB843510E1,FALTER_20220810_D7C27825B5,13,-0.625,nuechtern,FALTER_20220608_FB843510E1,FALTER_20220601_A6AE0B2BDE,13,28.6133
nuechtern,FALTER_20220608_FB843510E1,FALTER_20220713_1D6529D565,14,-0.75,nuechtern,FALTER_20220608_FB843510E1,FALTER_20220706_8CD3003E2A,14,28.5548
nuechtern,FALTER_20220608_FB843510E1,FALTER_20220309_54EDF6DE99,15,-0.75,nuechtern,FALTER_20220608_FB843510E1,FALTER_20220518_40BE65BC0F,15,28.4168
nuechtern,FALTER_20220615_29D11A3933,FALTER_20211222_825B589FCB,1,1.0,nuechtern,FALTER_20220615_29D11A3933,FALTER_20221207_71DD597266,1,59.467999
