editor_name_BWS,query_article_BWS,article_id_BWS,TOP-K_BWS,Score_BWS,editor_name_BM25,query_article_BM25,article_id_BM25,TOP-K_BM25,Score_BM25
konzett,FALTER_20220518_B804602C3C,FALTER_20220420_C63F753BEC,5,0.375,konzett,FALTER_20220518_B804602C3C,FALTER_20220518_D9551C3082,5,45.426102
konzett,FALTER_20220518_B804602C3C,FALTER_20220216_0CFAC71764,6,0.25,konzett,FALTER_20220518_B804602C3C,FALTER_20220309_54EDF6DE99,6,45.327499
konzett,FALTER_20220518_B804602C3C,FALTER_20220928_C7F1FD40C8,7,0.125,konzett,FALTER_20220518_B804602C3C,FALTER_20220406_C308FD970B,7,45.068199
konzett,FALTER_20220518_B804602C3C,FALTER_20220316_F51D71B7D9,8,0.0,konzett,FALTER_20220518_B804602C3C,FALTER_20220420_C63F753BEC,8,45.064098
konzett,FALTER_20220518_B804602C3C,FALTER_20220302_19351A344E,9,-0.125,konzett,FALTER_20220518_B804602C3C,FALTER_20220316_F51D71B7D9,9,44.4879
konzett,FALTER_20220518_B804602C3C,FALTER_20220518_D9551C3082,10,-0.375,konzett,FALTER_20220518_B804602C3C,FALTER_20220928_E5DF2B1850,10,44.4109
konzett,FALTER_20220518_B804602C3C,FALTER_20220323_A229E0EDC3,11,-0.5,konzett,FALTER_20220518_B804602C3C,FALTER_20220216_0CFAC71764,11,44.172501
konzett,FALTER_20220518_B804602C3C,FALTER_20220803_F2C9E4BA31,12,-0.5,konzett,FALTER_20220518_B804602C3C,FALTER_20220921_22135BD9FB,12,43.161598
konzett,FALTER_20220518_B804602C3C,FALTER_20220406_C308FD970B,13,-0.5,konzett,FALTER_20220518_B804602C3C,FALTER_20221102_92EEC85C8A,13,42.967098
konzett,FALTER_20220518_B804602C3C,FALTER_20220928_E5DF2B1850,14,-0.5,konzett,FALTER_20220518_B804602C3C,FALTER_20220928_C7F1FD40C8,14,42.9436
konzett,FALTER_20220518_B804602C3C,FALTER_20221109_F45292DD67,15,-0.75,konzett,FALTER_20220518_B804602C3C,FALTER_20220309_C7D1CAC2CC,15,42.289501
konzett,FALTER_20220518_FC5FC33C3D,FALTER_20220511_71668B1344,1,0.875,konzett,FALTER_20220518_FC5FC33C3D,FALTER_20220511_71668B1344,1,87.316399
konzett,FALTER_20220518_FC5FC33C3D,FALTER_20221026_792F2C3031,2,0.625,konzett,FALTER_20220518_FC5FC33C3D,FALTER_20221102_9608F42DF6,2,53.301701
konzett,FALTER_20220518_FC5FC33C3D,FALTER_20220223_33CA357D9B,3,0.375,konzett,FALTER_20220518_FC5FC33C3D,FALTER_20220202_CC707934FF,3,49.940201
konzett,FALTER_20220518_FC5FC33C3D,FALTER_20220928_1A92012FF7,4,0.375,konzett,FALTER_20220518_FC5FC33C3D,FALTER_20221026_792F2C3031,4,47.476898
konzett,FALTER_20220518_FC5FC33C3D,FALTER_20220615_145274EAAE,5,0.375,konzett,FALTER_20220518_FC5FC33C3D,FALTER_20211222_A35407C20B,5,45.353401
konzett,FALTER_20220518_FC5FC33C3D,FALTER_20221102_9608F42DF6,6,0.25,konzett,FALTER_20220518_FC5FC33C3D,FALTER_20220928_1A92012FF7,6,44.097599
konzett,FALTER_20220518_FC5FC33C3D,FALTER_20220202_CC707934FF,7,0.125,konzett,FALTER_20220518_FC5FC33C3D,FALTER_20220420_130E405AF0,7,43.981899
konzett,FALTER_20220518_FC5FC33C3D,FALTER_20220119_C283C25931,8,0.0,konzett,FALTER_20220518_FC5FC33C3D,FALTER_20220511_FBF1B6E8BF,8,43.825901
konzett,FALTER_20220518_FC5FC33C3D,FALTER_20220309_024405E114,9,-0.25,konzett,FALTER_20220518_FC5FC33C3D,FALTER_20220518_13F060E99A,9,43.6931
konzett,FALTER_20220518_FC5FC33C3D,FALTER_20221109_153991C14D,10,-0.25,konzett,FALTER_20220518_FC5FC33C3D,FALTER_20220119_C283C25931,10,41.760899
konzett,FALTER_20220518_FC5FC33C3D,FALTER_20211222_A35407C20B,11,-0.375,konzett,FALTER_20220518_FC5FC33C3D,FALTER_20220309_024405E114,11,40.560902
konzett,FALTER_20220518_FC5FC33C3D,FALTER_20211222_250253607F,12,-0.375,konzett,FALTER_20220518_FC5FC33C3D,FALTER_20220223_33CA357D9B,12,39.6493
konzett,FALTER_20220518_FC5FC33C3D,FALTER_20220511_FBF1B6E8BF,13,-0.5,konzett,FALTER_20220518_FC5FC33C3D,FALTER_20211222_250253607F,13,38.751301
konzett,FALTER_20220518_FC5FC33C3D,FALTER_20220420_130E405AF0,14,-0.625,konzett,FALTER_20220518_FC5FC33C3D,FALTER_20221109_153991C14D,14,37.8867
konzett,FALTER_20220518_FC5FC33C3D,FALTER_20220518_13F060E99A,15,-0.625,konzett,FALTER_20220518_FC5FC33C3D,FALTER_20220615_145274EAAE,15,37.864601
konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20221123_98EECFC58D,1,0.75,konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20220713_D29CF71F6A,1,50.9688
konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20220817_83DFD6F34A,2,0.625,konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20220713_932271D866,2,34.323002
konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20220601_40BFC237A6,3,0.5,konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20220518_B804602C3C,3,33.898102
konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20220713_932271D866,4,0.375,konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20220406_7C4E975FD1,4,33.266399
konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20220914_52562C2A92,5,0.375,konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20211222_40076C3AB9,5,32.575802
konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20220713_D29CF71F6A,6,0.375,konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20221207_71DD597266,6,31.3519
konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20221207_71DD597266,7,0.25,konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20220817_83DFD6F34A,7,30.034599
konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20220302_7AB21756FE,8,-0.25,konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20220601_40BFC237A6,8,29.1642
konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20221123_3DCE24364C,9,-0.25,konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20221019_C7B0CE1462,9,28.987101
konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20211222_40076C3AB9,10,-0.375,konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20220126_5FA47BB63A,10,28.0228
konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20221019_C7B0CE1462,11,-0.375,konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20221123_98EECFC58D,11,27.6049
konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20220126_5FA47BB63A,12,-0.375,konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20220914_52562C2A92,12,27.006201
konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20220518_B804602C3C,13,-0.5,konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20221123_3DCE24364C,13,26.3566
konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20220406_7C4E975FD1,14,-0.5,konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20220302_7AB21756FE,14,26.0966
konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20220309_E0E0B5AA9A,15,-0.625,konzett,FALTER_20220525_FDB8D1F8C0,FALTER_20220309_E0E0B5AA9A,15,25.926399
konzett,FALTER_20220601_178086BAE3,FALTER_20220608_793A4CE426,1,0.875,konzett,FALTER_20220601_178086BAE3,FALTER_20220608_793A4CE426,1,91.043602
konzett,FALTER_20220601_178086BAE3,FALTER_20220330_ECDF854278,2,0.875,konzett,FALTER_20220601_178086BAE3,FALTER_20220413_EDC7023A23,2,70.795197
konzett,FALTER_20220601_178086BAE3,FALTER_20220921_22135BD9FB,3,0.75,konzett,FALTER_20220601_178086BAE3,FALTER_20220302_0605724866,3,55.975201
konzett,FALTER_20220601_178086BAE3,FALTER_20220413_EDC7023A23,4,0.375,konzett,FALTER_20220601_178086BAE3,FALTER_20220713_038D7E7989,4,54.275799
konzett,FALTER_20220601_178086BAE3,FALTER_20220302_19351A344E,5,0.125,konzett,FALTER_20220601_178086BAE3,FALTER_20220202_4D9BB86D11,5,53.702999
konzett,FALTER_20220601_178086BAE3,FALTER_20220615_56C4D2E107,6,0.0,konzett,FALTER_20220601_178086BAE3,FALTER_20220216_154FB2A50F,6,52.579601
konzett,FALTER_20220601_178086BAE3,FALTER_20220713_038D7E7989,7,0.0,konzett,FALTER_20220601_178086BAE3,FALTER_20220420_10649CB743,7,48.571201
konzett,FALTER_20220601_178086BAE3,FALTER_20220601_AED8029EDB,8,-0.125,konzett,FALTER_20220601_178086BAE3,FALTER_20220504_B8B7D5C052,8,48.5653
konzett,FALTER_20220601_178086BAE3,FALTER_20220302_0605724866,9,-0.125,konzett,FALTER_20220601_178086BAE3,FALTER_20220921_22135BD9FB,9,48.274799
konzett,FALTER_20220601_178086BAE3,FALTER_20220216_154FB2A50F,10,-0.25,konzett,FALTER_20220601_178086BAE3,FALTER_20220413_92BC5802FB,10,47.5243
konzett,FALTER_20220601_178086BAE3,FALTER_20220420_10649CB743,11,-0.25,konzett,FALTER_20220601_178086BAE3,FALTER_20220420_F43E5C235B,11,47.373299
konzett,FALTER_20220601_178086BAE3,FALTER_20220413_92BC5802FB,12,-0.25,konzett,FALTER_20220601_178086BAE3,FALTER_20220330_ECDF854278,12,46.7794
konzett,FALTER_20220601_178086BAE3,FALTER_20220504_B8B7D5C052,13,-0.5,konzett,FALTER_20220601_178086BAE3,FALTER_20220302_19351A344E,13,46.653702
konzett,FALTER_20220601_178086BAE3,FALTER_20220420_F43E5C235B,14,-0.5,konzett,FALTER_20220601_178086BAE3,FALTER_20220601_AED8029EDB,14,45.9384
konzett,FALTER_20220601_178086BAE3,FALTER_20220202_4D9BB86D11,15,-1.0,konzett,FALTER_20220601_178086BAE3,FALTER_20220615_56C4D2E107,15,43.4422
konzett,FALTER_20220601_B344719789,FALTER_20220824_55B72E76F9,1,0.875,konzett,FALTER_20220601_B344719789,FALTER_20220309_1C6B8418BE,1,63.119202
konzett,FALTER_20220601_B344719789,FALTER_20220302_A898C15939,2,0.5,konzett,FALTER_20220601_B344719789,FALTER_20220302_19351A344E,2,56.837502
konzett,FALTER_20220601_B344719789,FALTER_20220921_22135BD9FB,3,0.5,konzett,FALTER_20220601_B344719789,FALTER_20220216_154FB2A50F,3,56.739601
konzett,FALTER_20220601_B344719789,FALTER_20220309_1C6B8418BE,4,0.375,konzett,FALTER_20220601_B344719789,FALTER_20220629_2D1EF3F677,4,56.183399
konzett,FALTER_20220601_B344719789,FALTER_20220323_B272A60E63,5,0.375,konzett,FALTER_20220601_B344719789,FALTER_20220824_55B72E76F9,5,54.962799
konzett,FALTER_20220601_B344719789,FALTER_20220323_9D2681AD74,6,0.25,konzett,FALTER_20220601_B344719789,FALTER_20220302_5B02AED7A2,6,54.8969
konzett,FALTER_20220601_B344719789,FALTER_20220413_EDC7023A23,7,0.125,konzett,FALTER_20220601_B344719789,FALTER_20220302_0605724866,7,54.841499
konzett,FALTER_20220601_B344719789,FALTER_20220420_03E73B0284,8,0.125,konzett,FALTER_20220601_B344719789,FALTER_20220323_A229E0EDC3,8,53.601601
konzett,FALTER_20220601_B344719789,FALTER_20220302_5B02AED7A2,9,0.0,konzett,FALTER_20220601_B344719789,FALTER_20220413_EDC7023A23,9,53.493
konzett,FALTER_20220601_B344719789,FALTER_20220302_19351A344E,10,-0.125,konzett,FALTER_20220601_B344719789,FALTER_20220323_9D2681AD74,10,52.687599
konzett,FALTER_20220601_B344719789,FALTER_20220302_0605724866,11,-0.375,konzett,FALTER_20220601_B344719789,FALTER_20220921_22135BD9FB,11,52.626598
konzett,FALTER_20220601_B344719789,FALTER_20220323_A229E0EDC3,12,-0.375,konzett,FALTER_20220601_B344719789,FALTER_20220323_B272A60E63,12,52.438099
konzett,FALTER_20220601_B344719789,FALTER_20220216_154FB2A50F,13,-0.625,konzett,FALTER_20220601_B344719789,FALTER_20220420_03E73B0284,13,50.7836
konzett,FALTER_20220601_B344719789,FALTER_20220223_27DE9DFAF4,14,-0.75,konzett,FALTER_20220601_B344719789,FALTER_20220223_27DE9DFAF4,14,50.388599
konzett,FALTER_20220601_B344719789,FALTER_20220629_2D1EF3F677,15,-0.875,konzett,FALTER_20220601_B344719789,FALTER_20220302_A898C15939,15,50.159401
konzett,FALTER_20220608_793A4CE426,FALTER_20221012_3169BAE28F,1,0.75,konzett,FALTER_20220608_793A4CE426,FALTER_20220601_178086BAE3,1,69.719101
konzett,FALTER_20220608_793A4CE426,FALTER_20220316_F30762FB84,2,0.75,konzett,FALTER_20220608_793A4CE426,FALTER_20220413_EDC7023A23,2,42.926498
konzett,FALTER_20220608_793A4CE426,FALTER_20220713_038D7E7989,3,0.625,konzett,FALTER_20220608_793A4CE426,FALTER_20220921_22135BD9FB,3,38.202599
konzett,FALTER_20220608_793A4CE426,FALTER_20220921_22135BD9FB,4,0.375,konzett,FALTER_20220608_793A4CE426,FALTER_20220202_4D9BB86D11,4,38.015301
konzett,FALTER_20220608_793A4CE426,FALTER_20220601_AED8029EDB,5,0.375,konzett,FALTER_20220608_793A4CE426,FALTER_20220713_038D7E7989,5,37.8475
konzett,FALTER_20220608_793A4CE426,FALTER_20220601_178086BAE3,6,0.0,konzett,FALTER_20220608_793A4CE426,FALTER_20220216_154FB2A50F,6,37.311298
konzett,FALTER_20220608_793A4CE426,FALTER_20220928_E5DF2B1850,7,0.0,konzett,FALTER_20220608_793A4CE426,FALTER_20220302_0605724866,7,37.230099
konzett,FALTER_20220608_793A4CE426,FALTER_20220309_1C6B8418BE,8,0.0,konzett,FALTER_20220608_793A4CE426,FALTER_20220316_F30762FB84,8,36.371498
konzett,FALTER_20220608_793A4CE426,FALTER_20220420_10649CB743,9,-0.125,konzett,FALTER_20220608_793A4CE426,FALTER_20220302_6D4E5FFAA4,9,36.251301
konzett,FALTER_20220608_793A4CE426,FALTER_20220302_6D4E5FFAA4,10,-0.25,konzett,FALTER_20220608_793A4CE426,FALTER_20220420_10649CB743,10,35.939602
konzett,FALTER_20220608_793A4CE426,FALTER_20220413_EDC7023A23,11,-0.25,konzett,FALTER_20220608_793A4CE426,FALTER_20220601_AED8029EDB,11,34.3881
konzett,FALTER_20220608_793A4CE426,FALTER_20220302_19351A344E,12,-0.25,konzett,FALTER_20220608_793A4CE426,FALTER_20220302_19351A344E,12,33.695499
konzett,FALTER_20220608_793A4CE426,FALTER_20220302_0605724866,13,-0.375,konzett,FALTER_20220608_793A4CE426,FALTER_20220309_1C6B8418BE,13,33.6898
konzett,FALTER_20220608_793A4CE426,FALTER_20220216_154FB2A50F,14,-0.625,konzett,FALTER_20220608_793A4CE426,FALTER_20220928_E5DF2B1850,14,33.6693
konzett,FALTER_20220608_793A4CE426,FALTER_20220202_4D9BB86D11,15,-1.0,konzett,FALTER_20220608_793A4CE426,FALTER_20221012_3169BAE28F,15,32.646
konzett,FALTER_20220608_B14329BE3E,FALTER_20220629_3529909DD4,1,1.0,konzett,FALTER_20220608_B14329BE3E,FALTER_20220629_3529909DD4,1,28.330799
konzett,FALTER_20220608_B14329BE3E,FALTER_20220622_BAB30B3565,2,0.75,konzett,FALTER_20220608_B14329BE3E,FALTER_20220622_BAB30B3565,2,24.2707
konzett,FALTER_20220608_B14329BE3E,FALTER_20220914_BE73D84549,3,0.75,konzett,FALTER_20220608_B14329BE3E,FALTER_20220413_3CE88548EC,3,22.903
konzett,FALTER_20220608_B14329BE3E,FALTER_20220622_04DB7DC9A8,4,0.625,konzett,FALTER_20220608_B14329BE3E,FALTER_20220608_EB939901FB,4,22.426201
konzett,FALTER_20220608_B14329BE3E,FALTER_20220316_C33003D020,5,0.25,konzett,FALTER_20220608_B14329BE3E,FALTER_20211222_40076C3AB9,5,21.92
konzett,FALTER_20220608_B14329BE3E,FALTER_20220608_EB939901FB,6,0.125,konzett,FALTER_20220608_B14329BE3E,FALTER_20220316_C33003D020,6,19.7523
konzett,FALTER_20220608_B14329BE3E,FALTER_20220413_3CE88548EC,7,0.125,konzett,FALTER_20220608_B14329BE3E,FALTER_20220323_B272A60E63,7,19.6402
konzett,FALTER_20220608_B14329BE3E,FALTER_20220202_FC9C0315FA,8,-0.25,konzett,FALTER_20220608_B14329BE3E,FALTER_20220914_BE73D84549,8,19.0667
konzett,FALTER_20220608_B14329BE3E,FALTER_20220323_B272A60E63,9,-0.25,konzett,FALTER_20220608_B14329BE3E,FALTER_20220413_3CDF83A3F8,9,18.1404
konzett,FALTER_20220608_B14329BE3E,FALTER_20220126_9004F14DEC,10,-0.25,konzett,FALTER_20220608_B14329BE3E,FALTER_20220126_9004F14DEC,10,17.9156
konzett,FALTER_20220608_B14329BE3E,FALTER_20221116_43D92DB2B6,11,-0.375,konzett,FALTER_20220608_B14329BE3E,FALTER_20220504_05D47A7910,11,17.614599
konzett,FALTER_20220608_B14329BE3E,FALTER_20220504_05D47A7910,12,-0.5,konzett,FALTER_20220608_B14329BE3E,FALTER_20220202_FC9C0315FA,12,17.2624
konzett,FALTER_20220608_B14329BE3E,FALTER_20211222_40076C3AB9,13,-0.625,konzett,FALTER_20220608_B14329BE3E,FALTER_20220622_04DB7DC9A8,13,17.017799
konzett,FALTER_20220608_B14329BE3E,FALTER_20220406_0B77A65566,14,-0.625,konzett,FALTER_20220608_B14329BE3E,FALTER_20221116_43D92DB2B6,14,16.9503
konzett,FALTER_20220608_B14329BE3E,FALTER_20220413_3CDF83A3F8,15,-0.75,konzett,FALTER_20220608_B14329BE3E,FALTER_20220406_0B77A65566,15,16.437799
konzett,FALTER_20220615_FFB5B18574,FALTER_20220907_3CA9E5CFA8,1,0.75,konzett,FALTER_20220615_FFB5B18574,FALTER_20220831_629F7A9F15,1,97.659897
konzett,FALTER_20220615_FFB5B18574,FALTER_20220427_2C913FA8F8,2,0.625,konzett,FALTER_20220615_FFB5B18574,FALTER_20220316_C33003D020,2,73.769997
konzett,FALTER_20220615_FFB5B18574,FALTER_20220629_3529909DD4,3,0.5,konzett,FALTER_20220615_FFB5B18574,FALTER_20220907_3CA9E5CFA8,3,70.212799
konzett,FALTER_20220615_FFB5B18574,FALTER_20220803_17694F2803,4,0.5,konzett,FALTER_20220615_FFB5B18574,FALTER_20220615_751D986E3A,4,68.399498
konzett,FALTER_20220615_FFB5B18574,FALTER_20220713_10A3A57EE6,5,0.375,konzett,FALTER_20220615_FFB5B18574,FALTER_20220504_05D47A7910,5,60.756599
konzett,FALTER_20220615_FFB5B18574,FALTER_20220907_765F2D497C,6,0.25,konzett,FALTER_20220615_FFB5B18574,FALTER_20220713_10A3A57EE6,6,57.5009
konzett,FALTER_20220615_FFB5B18574,FALTER_20220928_E44EB528BE,7,0.25,konzett,FALTER_20220615_FFB5B18574,FALTER_20220803_17694F2803,7,56.8992
konzett,FALTER_20220615_FFB5B18574,FALTER_20221123_EC5C9F80EB,8,0.125,konzett,FALTER_20220615_FFB5B18574,FALTER_20220914_3A40909FEF,8,53.398102
konzett,FALTER_20220615_FFB5B18574,FALTER_20220615_751D986E3A,9,-0.25,konzett,FALTER_20220615_FFB5B18574,FALTER_20220427_2C913FA8F8,9,52.193901
konzett,FALTER_20220615_FFB5B18574,FALTER_20220323_B272A60E63,10,-0.375,konzett,FALTER_20220615_FFB5B18574,FALTER_20220629_3529909DD4,10,51.466702
konzett,FALTER_20220615_FFB5B18574,FALTER_20220413_3CE88548EC,11,-0.375,konzett,FALTER_20220615_FFB5B18574,FALTER_20220323_B272A60E63,11,50.440399
konzett,FALTER_20220615_FFB5B18574,FALTER_20220831_629F7A9F15,12,-0.375,konzett,FALTER_20220615_FFB5B18574,FALTER_20220413_3CE88548EC,12,49.541
konzett,FALTER_20220615_FFB5B18574,FALTER_20220504_05D47A7910,13,-0.5,konzett,FALTER_20220615_FFB5B18574,FALTER_20220928_E44EB528BE,13,48.6115
konzett,FALTER_20220615_FFB5B18574,FALTER_20220316_C33003D020,14,-0.625,konzett,FALTER_20220615_FFB5B18574,FALTER_20221123_EC5C9F80EB,14,48.213501
konzett,FALTER_20220615_FFB5B18574,FALTER_20220914_3A40909FEF,15,-0.875,konzett,FALTER_20220615_FFB5B18574,FALTER_20220907_765F2D497C,15,45.792301
kropshofer,FALTER_20220309_E639164461,FALTER_20221102_A843EB455B,1,0.875,kropshofer,FALTER_20220309_E639164461,FALTER_20220209_A2A33B7FC0,1,42.379299
kropshofer,FALTER_20220309_E639164461,FALTER_20220413_40F8789AE5,2,0.75,kropshofer,FALTER_20220309_E639164461,FALTER_20220112_ED9941A00F,2,37.008801
kropshofer,FALTER_20220309_E639164461,FALTER_20220713_B6BEB3EB65,3,0.625,kropshofer,FALTER_20220309_E639164461,FALTER_20220202_CA714EA5FE,3,34.5858
kropshofer,FALTER_20220309_E639164461,FALTER_20220209_A2A33B7FC0,4,0.5,kropshofer,FALTER_20220309_E639164461,FALTER_20220817_512C1255EC,4,34.2537
kropshofer,FALTER_20220309_E639164461,FALTER_20220817_512C1255EC,5,0.5,kropshofer,FALTER_20220309_E639164461,FALTER_20220413_40F8789AE5,5,33.2085
kropshofer,FALTER_20220309_E639164461,FALTER_20220427_B1DE446313,6,0.25,kropshofer,FALTER_20220309_E639164461,FALTER_20220518_B804602C3C,6,31.1469
kropshofer,FALTER_20220309_E639164461,FALTER_20211222_04EB44E2A2,7,0.25,kropshofer,FALTER_20220309_E639164461,FALTER_20220309_E0E0B5AA9A,7,30.2365
kropshofer,FALTER_20220309_E639164461,FALTER_20220202_CA714EA5FE,8,0.0,kropshofer,FALTER_20220309_E639164461,FALTER_20220427_B1DE446313,8,30.223101
kropshofer,FALTER_20220309_E639164461,FALTER_20220112_ED9941A00F,9,0.0,kropshofer,FALTER_20220309_E639164461,FALTER_20220727_D0C3E17939,9,27.9923
kropshofer,FALTER_20220309_E639164461,FALTER_20220309_E0E0B5AA9A,10,-0.25,kropshofer,FALTER_20220309_E639164461,FALTER_20221102_A843EB455B,10,27.823099
kropshofer,FALTER_20220309_E639164461,FALTER_20220720_A728B9AAB6,11,-0.375,kropshofer,FALTER_20220309_E639164461,FALTER_20211222_04EB44E2A2,11,27.435699
kropshofer,FALTER_20220309_E639164461,FALTER_20220727_D0C3E17939,12,-0.625,kropshofer,FALTER_20220309_E639164461,FALTER_20220406_CFF3E4B722,12,27.1535
kropshofer,FALTER_20220309_E639164461,FALTER_20220803_8ACD9FFD49,13,-0.625,kropshofer,FALTER_20220309_E639164461,FALTER_20220720_A728B9AAB6,13,27.0753
kropshofer,FALTER_20220309_E639164461,FALTER_20220406_CFF3E4B722,14,-0.875,kropshofer,FALTER_20220309_E639164461,FALTER_20220803_8ACD9FFD49,14,26.725901
kropshofer,FALTER_20220309_E639164461,FALTER_20220518_B804602C3C,15,-1.0,kropshofer,FALTER_20220309_E639164461,FALTER_20220713_B6BEB3EB65,15,26.575701
kropshofer,FALTER_20220323_C821350438,FALTER_20220706_8CD3003E2A,1,0.875,kropshofer,FALTER_20220323_C821350438,FALTER_20220525_3172E332C8,1,91.776703
kropshofer,FALTER_20220323_C821350438,FALTER_20220525_3172E332C8,2,0.875,kropshofer,FALTER_20220323_C821350438,FALTER_20220706_8CD3003E2A,2,69.978699
kropshofer,FALTER_20220323_C821350438,FALTER_20220330_A446D3E324,3,0.625,kropshofer,FALTER_20220323_C821350438,FALTER_20220803_8ACD9FFD49,3,68.512703
kropshofer,FALTER_20220323_C821350438,FALTER_20220525_ADB5F6032E,4,0.625,kropshofer,FALTER_20220323_C821350438,FALTER_20220525_ADB5F6032E,4,64.851997
kropshofer,FALTER_20220323_C821350438,FALTER_20220302_255A327650,5,0.25,kropshofer,FALTER_20220323_C821350438,FALTER_20220330_3606FF8067,5,63.379902
kropshofer,FALTER_20220323_C821350438,FALTER_20220803_8ACD9FFD49,6,0.25,kropshofer,FALTER_20220323_C821350438,FALTER_20220323_5D1785D296,6,57.545399
kropshofer,FALTER_20220323_C821350438,FALTER_20220427_F66EC58DD7,7,0.25,kropshofer,FALTER_20220323_C821350438,FALTER_20220831_251E39B516,7,56.5103
kropshofer,FALTER_20220323_C821350438,FALTER_20211222_2B06E12923,8,-0.125,kropshofer,FALTER_20220323_C821350438,FALTER_20220427_F66EC58DD7,8,56.4072
kropshofer,FALTER_20220323_C821350438,FALTER_20220824_695FABC825,9,-0.25,kropshofer,FALTER_20220323_C821350438,FALTER_20220330_A446D3E324,9,55.289799
kropshofer,FALTER_20220323_C821350438,FALTER_20220330_3606FF8067,10,-0.25,kropshofer,FALTER_20220323_C821350438,FALTER_20220824_695FABC825,10,54.051201
kropshofer,FALTER_20220323_C821350438,FALTER_20220817_845203A9A2,11,-0.375,kropshofer,FALTER_20220323_C821350438,FALTER_20211222_2B06E12923,11,53.664299
kropshofer,FALTER_20220323_C821350438,FALTER_20220615_6E855F4531,12,-0.5,kropshofer,FALTER_20220323_C821350438,FALTER_20220615_6E855F4531,12,53.027699
kropshofer,FALTER_20220323_C821350438,FALTER_20220427_BA6344656D,13,-0.625,kropshofer,FALTER_20220323_C821350438,FALTER_20220302_255A327650,13,51.830101
kropshofer,FALTER_20220323_C821350438,FALTER_20220831_251E39B516,14,-0.75,kropshofer,FALTER_20220323_C821350438,FALTER_20220427_BA6344656D,14,51.5266
kropshofer,FALTER_20220323_C821350438,FALTER_20220323_5D1785D296,15,-0.875,kropshofer,FALTER_20220323_C821350438,FALTER_20220817_845203A9A2,15,51.138901
kropshofer,FALTER_20220323_F988D25D43,FALTER_20220309_E0E0B5AA9A,1,1.0,kropshofer,FALTER_20220323_F988D25D43,FALTER_20220831_996BEDEA5E,1,41.1567
kropshofer,FALTER_20220323_F988D25D43,FALTER_20220518_B804602C3C,2,0.375,kropshofer,FALTER_20220323_F988D25D43,FALTER_20220216_154FB2A50F,2,34.065102
kropshofer,FALTER_20220323_F988D25D43,FALTER_20220504_88561D5AE3,3,0.375,kropshofer,FALTER_20220323_F988D25D43,FALTER_20220608_793A4CE426,3,32.345699
kropshofer,FALTER_20220323_F988D25D43,FALTER_20220323_B272A60E63,4,0.375,kropshofer,FALTER_20220323_F988D25D43,FALTER_20220504_88561D5AE3,4,31.393801
kropshofer,FALTER_20220323_F988D25D43,FALTER_20220629_2D1EF3F677,5,0.375,kropshofer,FALTER_20220323_F988D25D43,FALTER_20220302_19351A344E,5,31.2078
kropshofer,FALTER_20220323_F988D25D43,FALTER_20220831_996BEDEA5E,6,0.25,kropshofer,FALTER_20220323_F988D25D43,FALTER_20220309_42A389810E,6,30.975599
kropshofer,FALTER_20220323_F988D25D43,FALTER_20220608_793A4CE426,7,0.25,kropshofer,FALTER_20220323_F988D25D43,FALTER_20220330_A446D3E324,7,30.587799
kropshofer,FALTER_20220323_F988D25D43,FALTER_20220302_19351A344E,8,0.0,kropshofer,FALTER_20220323_F988D25D43,FALTER_20220518_B804602C3C,8,30.1063
kropshofer,FALTER_20220323_F988D25D43,FALTER_20220323_A229E0EDC3,9,0.0,kropshofer,FALTER_20220323_F988D25D43,FALTER_20220323_A229E0EDC3,9,29.994699
kropshofer,FALTER_20220323_F988D25D43,FALTER_20220302_672863FB5A,10,-0.25,kropshofer,FALTER_20220323_F988D25D43,FALTER_20220629_2D1EF3F677,10,29.9774
