FALTER_20220112_DC4AE5C27A	1.000
FALTER_20221123_5F124F9FAF	0.875
FALTER_20221102_1B753F78EB	0.625
FALTER_20220914_C723A2A8B3	0.375
FALTER_20220504_3F874D1842	0.250
FALTER_20221123_8BEE45BE3E	0.125
FALTER_20220511_B23153F59B	0.125
FALTER_20220601_A18D0C72A0	0.000
FALTER_20221102_EFFF9FD271	-0.125
FALTER_20221102_BFBE5E9138	-0.125
FALTER_20220119_5B01A8DA71	-0.250
FALTER_20221116_75E1D903DF	-0.375
FALTER_20220302_7AB21756FE	-0.750
FALTER_20220615_0680834F09	-0.750
FALTER_20220330_42D1E9970A	-1.000
