FALTER_20220921_6A2DF05911	0.750
FALTER_20221207_98202DDB76	0.625
FALTER_20221012_11B6CB24E1	0.625
FALTER_20220216_026EC710A6	0.625
FALTER_20211222_7E058BC169	0.250
FALTER_20220831_FE5F208EE8	0.125
FALTER_20221019_1D623D2ADF	0.125
FALTER_20220406_61B5C35053	0.000
FALTER_20220119_68D414692E	0.000
FALTER_20220622_796906B417	0.000
FALTER_20220316_268606B7B2	-0.125
FALTER_20220413_973C2EAB87	-0.500
FALTER_20220420_A97263E531	-0.750
FALTER_20220928_FFA1952AD7	-0.750
FALTER_20221207_BF5D3B9F2B	-1.000
